Time,WH,Temperature,RH,GloblRad,UVI
2021/2/23 07:00,5105,18.3,67,0.58,0
2021/2/23 08:00,10431,20.8,59,1.36,2
2021/2/23 09:00,7169,23.4,54,1.37,3
2021/2/23 10:00,8804,24,53,1.99,5
2021/2/23 11:00,5478,25.4,47,2.4,7
2021/2/23 12:00,8243,26.6,55,3.17,8
2021/2/23 13:00,6490,26.9,53,2.89,7
2021/2/23 14:00,4550,25.6,58,2.29,5
2021/2/23 15:00,6145,23,65,1.62,2
2021/2/23 16:00,4953,21.3,71,0.78,1
2021/2/23 17:00,1025,19.6,77,0.18,0
2021/2/24 06:00,41,18,89,0.02,0
2021/2/24 07:00,1861,18.6,86,0.24,0
2021/2/24 08:00,5215,20.2,79,0.69,1
2021/2/24 09:00,7053,20.8,76,1.76,4
2021/2/24 10:00,7698,22.5,69,2.64,6
2021/2/24 11:00,6692,23.4,66,3.02,8
2021/2/24 12:00,7525,24.1,62,3.12,8
2021/2/24 13:00,9333,23.8,64,2.92,7
2021/2/24 14:00,10419,23.7,63,2.43,5
2021/2/24 15:00,9625,22.2,69,1.75,3
2021/2/24 16:00,6606,21.6,72,0.92,1
2021/2/24 17:00,1146,20.1,78,0.16,0
2021/2/25 06:00,357,18.5,91,0.06,0
2021/2/25 07:00,3601,19.2,88,0.47,0
2021/2/25 08:00,10711,21.2,79,1.34,2
2021/2/25 09:00,16592,24.5,65,2.09,4
2021/2/25 10:00,12826,24.7,66,2.21,5
2021/2/25 11:00,7998,24.3,69,2.81,7
2021/2/25 12:00,9658,24.9,63,2.56,7
2021/2/25 13:00,8447,26.1,59,2.63,7
2021/2/25 14:00,7831,26.2,53,1.95,4
2021/2/25 15:00,5961,24.5,63,1.38,2
2021/2/25 16:00,4534,23.8,64,0.57,1
2021/2/25 17:00,933,22.2,69,0.12,0
2021/2/26 06:00,193,19.2,84,0.04,0
2021/2/26 07:00,3544,21.1,73,0.47,0
2021/2/26 08:00,8387,22.7,67,1.23,2
2021/2/26 09:00,10630,25.5,59,1.97,3
2021/2/26 10:00,7392,27.5,53,2.61,6
2021/2/26 11:00,6328,27.6,51,2.94,7
2021/2/26 12:00,8648,27.1,54,2.12,6
2021/2/26 13:00,6268,27.2,53,2.37,5
2021/2/26 14:00,7139,26.8,54,1.51,3
2021/2/26 15:00,5202,25.5,57,0.71,1
2021/2/26 16:00,3869,23.3,71,0.48,0
2021/2/26 17:00,926,21.1,79,0.14,0
2021/2/27 06:00,65,17.4,84,0.02,0
2021/2/27 07:00,2100,17.5,82,0.28,0
2021/2/27 08:00,4637,18.1,79,0.54,1
2021/2/27 09:00,4087,18.7,77,0.48,1
2021/2/27 10:00,6068,19,76,0.71,2
2021/2/27 11:00,10578,20.2,71,1.14,3
2021/2/27 12:00,6937,22,65,2.51,7
2021/2/27 13:00,7385,22.5,63,2.82,7
2021/2/27 14:00,13693,23.1,62,2.21,4
2021/2/27 15:00,11861,21.2,68,1.6,2
2021/2/27 16:00,5213,19,75,0.71,1
2021/2/27 17:00,1184,18.7,76,0.17,0
2021/2/28 06:00,285,17.1,84,0.05,0
2021/2/28 07:00,4044,18.3,80,0.56,0
2021/2/28 08:00,9808,20,74,1.22,2
2021/2/28 09:00,13717,22,67,2.03,4
2021/2/28 10:00,16461,23.6,63,2.11,5
2021/2/28 11:00,9581,24.5,58,2.51,6
2021/2/28 12:00,6680,25.1,56,2.96,7
2021/2/28 13:00,7170,25.6,53,2.75,6
2021/2/28 14:00,5784,26.5,49,2.25,4
2021/2/28 15:00,8353,26.4,52,1.56,2
2021/2/28 16:00,5407,22.9,64,0.77,1
2021/2/28 17:00,1117,21.8,68,0.16,0
2021/3/1 06:00,147,18.7,86,0.03,0
2021/3/1 07:00,2063,20.4,78,0.3,0
2021/3/1 08:00,6688,21.9,73,0.85,1
2021/3/1 09:00,11236,24.1,62,1.54,3
2021/3/1 10:00,17921,25.9,56,2.52,5
2021/3/1 11:00,7708,27.5,51,2.93,7
2021/3/1 12:00,7109,27.3,53,2.95,8
2021/3/1 13:00,7460,27.5,52,2.49,6
2021/3/1 14:00,8076,27.5,53,1.81,4
2021/3/1 15:00,11186,26.8,54,1.47,2
2021/3/1 16:00,4393,25.7,57,0.38,0
2021/3/1 17:00,1240,23.9,65,0.16,0
2021/3/2 06:00,102,20.2,83,0.02,0
2021/3/2 07:00,2749,19.2,78,0.39,0
2021/3/2 08:00,7375,19.2,72,1.11,2
2021/3/2 09:00,12434,20.2,66,1.71,4
2021/3/2 10:00,14784,21.2,62,2.55,6
2021/3/2 11:00,13788,20.1,62,2.55,6
2021/3/2 12:00,9647,21.8,57,1.88,5
2021/3/2 13:00,8908,21.5,55,2.82,7
2021/3/2 14:00,9975,21.8,55,2.14,4
2021/3/2 15:00,11240,19.5,61,1.49,2
2021/3/2 16:00,5595,17.9,66,0.77,1
2021/3/2 17:00,963,17,70,0.15,0
2021/3/3 06:00,1,16.2,74,0.01,0
2021/3/3 07:00,731,16.5,74,0.12,0
2021/3/3 08:00,3162,17.7,71,0.44,1
2021/3/3 09:00,7210,18.7,67,0.91,2
2021/3/3 10:00,7577,18.9,66,0.91,3
2021/3/3 11:00,3569,18.8,66,0.44,2
2021/3/3 12:00,3424,19,67,0.34,1
2021/3/3 13:00,3812,18.9,68,0.45,1
2021/3/3 14:00,5288,19.2,68,0.51,1
2021/3/3 15:00,4586,18.9,71,0.49,1
2021/3/3 16:00,1541,18.3,78,0.26,0
2021/3/3 17:00,958,17.7,82,0.15,0
2021/3/4 06:00,310,16.4,91,0.06,0
2021/3/4 07:00,3194,16.6,90,0.47,0
2021/3/4 08:00,7796,17.8,85,0.86,1
2021/3/4 09:00,14200,19.8,74,1.83,3
2021/3/4 10:00,11870,21.8,67,1.29,3
2021/3/4 11:00,19739,23.9,59,2.04,6
2021/3/4 12:00,18396,26.2,51,2.33,6
2021/3/4 13:00,10691,25.4,54,1.13,3
2021/3/4 14:00,2170,21.9,63,0.19,1
2021/3/4 15:00,1367,20.2,69,0.2,0
2021/3/4 16:00,811,20.6,71,0.11,0
2021/3/4 17:00,261,20.9,72,0.03,0
2021/3/5 06:00,255,18.7,91,0.05,0
2021/3/5 07:00,3041,19.9,85,0.46,0
2021/3/5 08:00,8196,21.4,83,1.06,1
2021/3/5 09:00,10175,22.8,76,1.2,3
2021/3/5 10:00,16360,24.2,63,1.82,5
2021/3/5 11:00,14725,26,56,2.22,6
2021/3/5 12:00,18545,26.9,56,2.59,7
2021/3/5 13:00,18148,27,57,2.04,6
2021/3/5 14:00,6933,25.9,60,0.87,2
2021/3/5 15:00,4466,24.9,63,0.74,1
2021/3/5 16:00,3342,25,62,0.51,1
2021/3/5 17:00,546,22.2,73,0.07,0
2021/3/6 06:00,139,19.7,85,0.04,0
2021/3/6 07:00,1351,20.4,82,0.18,0
2021/3/6 08:00,4451,20.5,82,0.53,1
2021/3/6 09:00,5530,18.4,86,0.72,2
2021/3/6 10:00,19154,23.4,70,2.42,6
2021/3/6 11:00,19887,25.7,59,2.93,9
2021/3/6 12:00,16619,26.2,60,1.6,5
2021/3/6 13:00,14853,25.9,60,1.28,4
2021/3/6 14:00,7160,24.1,64,0.83,2
2021/3/6 15:00,10273,23.7,67,1.31,2
2021/3/6 16:00,3432,23.9,69,0.48,1
2021/3/6 17:00,598,22.5,73,0.08,0
2021/3/7 06:00,174,17.9,91,0.05,0
2021/3/7 07:00,1975,18.2,88,0.35,0
2021/3/7 08:00,5798,18.8,85,0.82,2
2021/3/7 09:00,9868,19.4,83,1.43,3
2021/3/7 10:00,14762,22.2,72,2.42,6
2021/3/7 11:00,15125,21.4,74,2.27,7
2021/3/7 12:00,17102,21.7,72,2.17,6
2021/3/7 13:00,21761,20.6,75,2.5,7
2021/3/7 14:00,12389,21.1,72,1.8,4
2021/3/7 15:00,6558,19.1,79,0.83,2
2021/3/7 16:00,3989,18.7,80,0.55,1
2021/3/7 17:00,948,18.3,81,0.17,0
2021/3/8 06:00,363,17.2,85,0.08,0
2021/3/8 07:00,2812,18,82,0.51,1
2021/3/8 08:00,9252,19.9,77,1.22,2
2021/3/8 09:00,16330,21,70,2.11,4
2021/3/8 10:00,19604,22.4,65,2.62,6
2021/3/8 11:00,13147,21.3,70,1.64,5
2021/3/8 12:00,13745,22.6,66,1.53,5
2021/3/8 13:00,16273,23.5,63,2.2,6
2021/3/8 14:00,17569,24.4,61,2.42,5
2021/3/8 15:00,11450,22.6,66,1.54,2
2021/3/8 16:00,3108,21.5,69,0.46,1
2021/3/8 17:00,677,19.9,74,0.1,0
2021/3/9 06:00,206,17.5,88,0.06,0
2021/3/9 07:00,2718,18.6,83,0.48,1
2021/3/9 08:00,9131,19.9,78,1.28,2
2021/3/9 09:00,16058,21.8,70,2.07,4
2021/3/9 10:00,19783,24.7,60,2.61,6
2021/3/9 11:00,21794,26.9,54,2.96,8
2021/3/9 12:00,21808,26,56,2.99,8
2021/3/9 13:00,20240,23.8,64,2.75,6
2021/3/9 14:00,16620,23.7,63,2.2,4
2021/3/9 15:00,11273,21.6,71,1.49,2
2021/3/9 16:00,5513,20.5,75,0.75,1
2021/3/9 17:00,1262,19.6,79,0.17,0
2021/3/10 06:00,450,18.2,85,0.08,0
2021/3/10 07:00,3957,19.2,81,0.56,1
2021/3/10 08:00,10262,21.1,75,1.33,2
2021/3/10 09:00,15834,23.8,63,2.08,4
2021/3/10 10:00,19654,24.9,59,2.64,6
2021/3/10 11:00,21889,26.2,55,3,8
2021/3/10 12:00,22150,26,56,3.07,8
2021/3/10 13:00,20901,26.6,54,2.86,7
2021/3/10 14:00,17470,25,58,2.37,5
2021/3/10 15:00,12180,23.9,62,1.64,2
2021/3/10 16:00,6082,23.1,65,0.84,1
2021/3/10 17:00,1347,21.8,71,0.19,0
2021/3/11 06:00,590,18.6,85,0.09,0
2021/3/11 07:00,4686,19.5,81,0.6,1
2021/3/11 08:00,10416,21.2,75,1.33,2
2021/3/11 09:00,15850,22.9,69,2.08,4
2021/3/11 10:00,20150,24.6,63,2.66,6
2021/3/11 11:00,22098,23.9,65,2.96,8
2021/3/11 12:00,22269,26.2,58,3.07,8
2021/3/11 13:00,20758,25.2,58,2.82,7
2021/3/11 14:00,17654,25.8,55,2.35,5
2021/3/11 15:00,11938,25.1,56,1.66,2
2021/3/11 16:00,6449,25.1,55,0.86,1
2021/3/11 17:00,1556,23.1,63,0.19,0
2021/3/12 06:00,657,18.8,87,0.1,0
2021/3/12 07:00,4989,20.9,75,0.66,1
2021/3/12 08:00,11613,23.4,62,1.47,2
2021/3/12 09:00,16878,26.1,53,2.2,4
2021/3/12 10:00,20033,26.7,53,2.68,6
2021/3/12 11:00,22179,26.7,55,3.03,8
2021/3/12 12:00,22397,27.3,52,3.08,8
2021/3/12 13:00,20572,26.2,57,2.85,7
2021/3/12 14:00,17295,26.8,53,2.33,5
2021/3/12 15:00,12376,26.9,54,1.69,3
2021/3/12 16:00,6420,25.7,60,0.9,1
2021/3/12 17:00,1489,24,67,0.21,0
2021/3/13 06:00,421,18.4,80,0.09,0
2021/3/13 07:00,4278,19.4,76,0.61,1
2021/3/13 08:00,10377,21.1,69,1.37,2
2021/3/13 09:00,15882,24,57,2.11,4
2021/3/13 10:00,19508,26.3,53,2.63,7
2021/3/13 11:00,21712,26.5,49,3.02,8
2021/3/13 12:00,21981,27,48,3.1,9
2021/3/13 13:00,20593,26.9,48,2.86,7
2021/3/13 14:00,17287,25.5,51,2.24,5
2021/3/13 15:00,12724,22.4,59,1.75,3
2021/3/13 16:00,4267,20.8,64,0.52,1
2021/3/13 17:00,917,21.6,62,0.12,0
2021/3/14 06:00,743,17.7,79,0.12,0
2021/3/14 07:00,5675,18.9,74,0.74,1
2021/3/14 08:00,12302,21.3,65,1.56,2
2021/3/14 09:00,17894,23.3,57,2.35,5
2021/3/14 10:00,21863,25.2,51,2.93,8
2021/3/14 11:00,23814,26.1,52,3.27,10
2021/3/14 12:00,23673,26.6,49,3.3,10
2021/3/14 13:00,22124,25.6,52,3.07,8
2021/3/14 14:00,18759,25.7,52,2.56,6
2021/3/14 15:00,13504,24.7,55,1.84,3
2021/3/14 16:00,7010,23.4,60,1.01,1
2021/3/14 17:00,1668,21.8,66,0.25,0
2021/3/15 06:00,353,18.9,80,0.08,0
2021/3/15 07:00,2662,20.2,76,0.44,1
2021/3/15 08:00,6889,22.1,69,1.06,2
2021/3/15 09:00,16616,23.8,63,2.25,5
2021/3/15 10:00,20792,24.6,60,2.83,8
2021/3/15 11:00,22807,25.4,58,3.15,9
2021/3/15 12:00,23504,26.7,51,3.31,10
2021/3/15 13:00,22233,26.4,47,3.1,9
2021/3/15 14:00,18867,26.5,50,2.54,6
2021/3/15 15:00,13405,25.4,52,1.77,3
2021/3/15 16:00,6508,24.9,51,0.9,1
2021/3/15 17:00,1553,23.9,53,0.23,0
2021/3/16 06:00,815,19.9,76,0.11,0
2021/3/16 07:00,6174,22.3,60,0.84,1
2021/3/16 08:00,13162,25.2,50,1.69,3
2021/3/16 09:00,18293,27.5,44,2.46,6
2021/3/16 10:00,21962,28.5,45,3.02,8
2021/3/16 11:00,23147,30,43,3.37,10
2021/3/16 12:00,23378,29.8,43,3.35,10
2021/3/16 13:00,22004,29.9,41,3.12,9
2021/3/16 14:00,18469,29.7,44,2.62,6
2021/3/16 15:00,13457,28.2,47,1.9,3
2021/3/16 16:00,7038,26.5,52,1.04,1
2021/3/16 17:00,1647,25.4,56,0.25,0
2021/3/17 06:00,798,20.7,75,0.13,0
2021/3/17 07:00,5251,22.2,68,0.74,1
2021/3/17 08:00,11468,23.9,59,1.51,2
2021/3/17 09:00,16380,25.8,57,2.21,5
2021/3/17 10:00,19879,27.2,57,2.75,7
2021/3/17 11:00,21272,28.5,52,3.06,9
2021/3/17 12:00,20098,28.2,53,3.12,9
2021/3/17 13:00,20098,29,49,2.86,8
2021/3/17 14:00,12235,28.5,50,1.86,5
2021/3/17 15:00,9588,27.8,53,1.36,2
2021/3/17 16:00,5500,27.2,53,0.62,1
2021/3/17 17:00,1531,25.9,59,0.22,0
2021/3/18 06:00,835,19.6,87,0.14,0
2021/3/18 07:00,5272,20.6,81,0.75,1
2021/3/18 08:00,11580,22.5,71,1.56,3
2021/3/18 09:00,17127,25.4,61,2.31,5
2021/3/18 10:00,20691,27.4,54,2.88,8
2021/3/18 11:00,22332,29.1,48,3.23,10
2021/3/18 12:00,22756,28.2,51,3.14,9
2021/3/18 13:00,20944,28.7,50,2.98,8
2021/3/18 14:00,17371,28.3,50,2.49,6
2021/3/18 15:00,12245,28.1,50,1.74,3
2021/3/18 16:00,6353,27.2,54,0.92,1
2021/3/18 17:00,1584,26.1,59,0.22,0
2021/3/19 06:00,785,20,86,0.13,0
2021/3/19 07:00,4874,21.1,83,0.67,1
2021/3/19 08:00,10623,22.7,74,1.39,2
2021/3/19 09:00,15953,25.4,63,2.13,4
2021/3/19 10:00,19723,26.1,63,2.69,7
2021/3/19 11:00,21634,27.8,57,3.05,8
2021/3/19 12:00,22101,28.2,55,3.13,9
2021/3/19 13:00,20607,27.7,56,2.69,7
2021/3/19 14:00,17020,28.3,54,2.39,5
2021/3/19 15:00,11410,26.9,57,1.62,3
2021/3/19 16:00,5724,26.7,58,0.84,1
2021/3/19 17:00,1278,25.6,61,0.19,0
2021/3/20 06:00,719,21.6,82,0.12,0
2021/3/20 07:00,4535,22.9,74,0.62,1
2021/3/20 08:00,10117,24.6,67,1.35,2
2021/3/20 09:00,15493,26.2,61,2.08,4
2021/3/20 10:00,19127,28,53,2.64,6
2021/3/20 11:00,20800,29.1,50,2.97,8
2021/3/20 12:00,21021,29.4,54,2.97,7
2021/3/20 13:00,19374,25.2,66,2.71,6
2021/3/20 14:00,15774,25.1,67,2.19,4
2021/3/20 15:00,10050,25.7,64,1.48,2
2021/3/20 16:00,5416,25.7,64,0.8,1
2021/3/20 17:00,1126,25.4,65,0.19,0
2021/3/21 06:00,589,19.6,87,0.13,0
2021/3/21 07:00,3346,20.4,80,0.47,1
2021/3/21 08:00,6178,20.5,75,0.94,2
2021/3/21 09:00,15990,21.6,66,2.14,4
2021/3/21 10:00,19799,22.6,60,2.68,6
2021/3/21 11:00,21468,23.3,57,2.93,8
2021/3/21 12:00,21509,24.3,53,3,8
2021/3/21 13:00,19225,22.7,55,2.53,7
2021/3/21 14:00,16524,21.2,58,2.18,4
2021/3/21 15:00,11286,19.8,61,1.54,2
2021/3/21 16:00,5893,17.3,66,0.8,1
2021/3/21 17:00,1440,16.5,69,0.2,0
2021/3/22 06:00,216,14.6,81,0.03,0
2021/3/22 07:00,763,14.2,83,0.1,0
2021/3/22 08:00,518,14.2,80,0.09,0
2021/3/22 09:00,1177,14.5,79,0.17,0
2021/3/22 10:00,4082,15,76,0.56,2
2021/3/22 11:00,2988,15.5,75,0.32,1
2021/3/22 12:00,4268,15.6,73,0.45,2
2021/3/22 13:00,2908,15.2,73,0.33,1
2021/3/22 14:00,1145,14.6,75,0.12,0
2021/3/22 15:00,499,12.8,89,0.07,0
2021/3/22 16:00,504,12.8,89,0.08,0
2021/3/22 17:00,45,13,85,0.02,0
2021/3/23 06:00,50,15.8,79,0.03,0
2021/3/23 07:00,668,16.4,77,0.1,0
2021/3/23 08:00,1986,16.9,76,0.24,1
2021/3/23 09:00,2510,17.4,77,0.31,1
2021/3/23 10:00,6116,18.4,75,0.78,2
2021/3/23 11:00,9555,20.7,66,1.19,4
2021/3/23 12:00,12785,21.6,62,1.77,5
2021/3/23 13:00,12419,22.4,62,1.69,5
2021/3/23 14:00,10684,23,60,1.39,3
2021/3/23 15:00,8256,21.3,67,1.24,2
2021/3/23 16:00,2800,19.8,71,0.36,1
2021/3/23 17:00,931,19.2,76,0.12,0
2021/3/24 06:00,91,15.8,95,0.02,0
2021/3/24 07:00,72,15.9,94,0.03,0
2021/3/24 08:00,570,16.1,97,0.08,0
2021/3/24 09:00,967,16.4,98,0.15,0
2021/3/24 10:00,1350,16.7,98,0.18,1
2021/3/24 11:00,2047,17,97,0.28,1
2021/3/24 12:00,2774,17.2,96,0.32,1
2021/3/24 13:00,2336,17.2,93,0.32,1
2021/3/24 14:00,6141,18,91,0.78,2
2021/3/24 15:00,8177,19.8,87,1.14,2
2021/3/24 16:00,8375,19.9,79,0.95,1
2021/3/24 17:00,2023,18.9,87,0.33,0
2021/3/25 06:00,1678,15.7,65,0.24,0
2021/3/25 07:00,8139,17.5,59,1.02,1
2021/3/25 08:00,15159,19.2,53,1.89,3
2021/3/25 09:00,20569,21.1,51,2.67,6
2021/3/25 10:00,24035,22.7,49,3.23,9
2021/3/25 11:00,25545,23.8,49,3.41,10
2021/3/25 12:00,25356,24.8,50,3.56,10
2021/3/25 13:00,23594,24.9,49,3.3,9
2021/3/25 14:00,19956,24.5,52,2.76,6
2021/3/25 15:00,14449,23.8,56,1.99,3
2021/3/25 16:00,7842,22.9,61,1.12,1
2021/3/25 17:00,2060,21.9,65,0.31,0
2021/3/26 06:00,574,19.6,79,0.12,0
2021/3/26 07:00,5407,20.5,73,0.75,1
2021/3/26 08:00,11929,22.2,68,1.51,2
2021/3/26 09:00,16107,23.3,61,2.11,4
2021/3/26 10:00,20535,25.3,56,2.75,7
2021/3/26 11:00,22129,26.2,55,2.95,8
2021/3/26 12:00,21911,26.4,58,2.88,8
2021/3/26 13:00,22724,26,56,2.91,8
2021/3/26 14:00,18650,26,53,2.48,6
2021/3/26 15:00,10772,25,56,1.51,3
2021/3/26 16:00,6147,24.3,57,0.9,1
2021/3/26 17:00,1874,23.2,60,0.26,0
2021/3/27 06:00,826,20.4,78,0.13,0
2021/3/27 07:00,4252,21.4,74,0.61,1
2021/3/27 08:00,6893,23.8,65,1.19,2
2021/3/27 09:00,17482,25.4,55,2.28,5
2021/3/27 10:00,21166,27,49,2.86,8
2021/3/27 11:00,22841,28.3,51,3.18,9
2021/3/27 12:00,22970,28.3,47,3.08,9
2021/3/27 13:00,21151,28.8,50,3.01,8
2021/3/27 14:00,17669,29,50,2.5,6
2021/3/27 15:00,7836,27.5,55,1.32,3
2021/3/27 16:00,3787,27.1,57,0.57,1
2021/3/27 17:00,1640,26.3,58,0.22,0
2021/3/28 06:00,819,22.4,82,0.14,0
2021/3/28 07:00,5208,24.5,72,0.69,1
2021/3/28 08:00,11165,26.7,68,1.47,2
2021/3/28 09:00,16673,28,64,2.21,5
2021/3/28 10:00,20322,29.4,57,2.8,7
2021/3/28 11:00,21966,30.4,54,3.07,9
2021/3/28 12:00,22225,30.6,58,3.09,9
2021/3/28 13:00,20583,29.5,64,2.89,7
2021/3/28 14:00,14448,28.6,66,2.35,5
2021/3/28 15:00,8753,28.3,64,1.72,3
2021/3/28 16:00,5225,27.4,60,0.88,1
2021/3/28 17:00,1609,26.6,63,0.21,0
2021/3/29 06:00,1123,23,87,0.19,0
2021/3/29 07:00,4999,23.8,82,0.77,1
2021/3/29 08:00,10960,25.1,76,1.52,2
2021/3/29 09:00,16604,26.9,65,2.29,5
2021/3/29 10:00,20412,28.3,63,2.81,7
2021/3/29 11:00,21921,29.9,56,3.11,8
2021/3/29 12:00,21009,30.1,59,3.03,7
2021/3/29 13:00,18659,30.1,57,2.69,6
2021/3/29 14:00,14861,28.9,62,2.07,3
2021/3/29 15:00,10139,28.1,66,1.35,2
2021/3/29 16:00,4977,26.5,72,0.69,1
2021/3/29 17:00,1316,26,74,0.18,0
2021/3/30 06:00,669,25.1,80,0.12,0
2021/3/30 07:00,3476,25.8,77,0.47,1
2021/3/30 08:00,8882,26.6,71,1.11,2
2021/3/30 09:00,12215,28.3,64,1.82,3
2021/3/30 10:00,15494,29.5,60,2.3,5
2021/3/30 11:00,10386,29.4,61,1.45,4
2021/3/30 12:00,13793,30.2,61,1.83,4
2021/3/30 13:00,13631,28.7,69,1.88,4
2021/3/30 14:00,4024,27.8,69,0.54,1
2021/3/30 15:00,3349,27.4,69,0.54,1
2021/3/30 16:00,3409,27,69,0.46,1
2021/3/30 17:00,762,27,68,0.11,0
2021/3/31 06:00,1262,23.6,88,0.2,0
2021/3/31 07:00,5709,24.7,84,0.77,1
2021/3/31 08:00,11361,26.1,77,1.5,2
2021/3/31 09:00,13584,27.1,72,1.85,4
2021/3/31 10:00,19764,29,63,2.57,6
2021/3/31 11:00,20704,30.2,58,2.94,7
2021/3/31 12:00,21525,30.1,63,3.05,7
2021/3/31 13:00,19781,28.8,68,2.67,6
2021/3/31 14:00,16714,29.3,64,2.17,4
2021/3/31 15:00,10489,28.2,68,1.44,2
2021/3/31 16:00,5194,27.2,72,0.43,0
2021/3/31 17:00,982,26.6,75,0.08,0
2021/4/1 06:00,428,24.9,85,0.1,0
2021/4/1 07:00,3249,25.4,84,0.4,1
2021/4/1 08:00,8538,27.2,75,1.16,2
2021/4/1 09:00,11704,27.7,71,1.44,3
2021/4/1 10:00,7972,27.5,68,0.92,2
2021/4/1 11:00,4578,27.4,70,0.6,2
2021/4/1 12:00,6457,27.9,69,0.75,2
2021/4/1 13:00,5161,27.8,68,0.69,2
2021/4/1 14:00,4426,27.9,69,0.66,2
2021/4/1 15:00,6790,28.4,68,1.11,2
2021/4/1 16:00,4537,26.9,76,0.61,1
2021/4/1 17:00,1589,26.2,77,0.21,0
2021/4/2 06:00,1527,23.2,87,0.22,0
2021/4/2 07:00,5963,24.8,75,0.85,1
2021/4/2 08:00,12254,26.7,70,1.62,2
2021/4/2 09:00,17413,28.7,62,2.39,5
2021/4/2 10:00,20653,30.2,56,2.92,7
2021/4/2 11:00,22265,31.5,54,3.22,8
2021/4/2 12:00,22254,32.3,49,3.26,8
2021/4/2 13:00,20346,31.5,56,2.94,7
2021/4/2 14:00,17372,30.3,60,2.48,5
2021/4/2 15:00,11985,29.6,63,1.72,2
2021/4/2 16:00,6260,28.8,61,0.92,1
2021/4/2 17:00,1765,27.8,69,0.25,0
2021/4/3 06:00,975,23.8,85,0.14,0
2021/4/3 07:00,5054,24.7,81,0.71,1
2021/4/3 08:00,9076,26.3,72,1.42,2
2021/4/3 09:00,16022,27.7,61,2.19,4
2021/4/3 10:00,19515,29.8,56,2.73,5
2021/4/3 11:00,20388,29.5,61,2.99,6
2021/4/3 12:00,20614,30.3,55,2.9,6
2021/4/3 13:00,19274,30.6,53,2.76,5
2021/4/3 14:00,12821,29.1,60,1.77,3
2021/4/3 15:00,11211,28.2,61,1.56,2
2021/4/3 16:00,5641,27,68,0.82,1
2021/4/3 17:00,1566,25.6,72,0.23,0
2021/4/4 06:00,670,23.4,83,0.13,0
2021/4/4 07:00,4101,23.9,81,0.57,1
2021/4/4 08:00,9846,25.3,74,1.43,2
2021/4/4 09:00,14998,26.2,70,2.02,4
2021/4/4 10:00,18465,28.2,61,2.57,6
2021/4/4 11:00,20454,28.8,55,2.92,7
2021/4/4 12:00,20670,28.3,55,2.98,7
2021/4/4 13:00,19167,27.9,55,2.73,6
2021/4/4 14:00,15503,26.8,55,2.21,4
2021/4/4 15:00,10154,25.7,56,1.44,2
2021/4/4 16:00,5502,25.2,58,0.79,1
2021/4/4 17:00,1466,24,60,0.21,0
2021/4/5 06:00,1265,18.7,49,0.21,0
2021/4/5 07:00,5821,19.3,50,0.72,1
2021/4/5 08:00,11379,21.3,48,1.57,2
