Time,WH,Temperature,RH,GloblRad,UVI,Partly Cloudy,Sunny
2021/3/3 15:00,4586.0,18.9,71.0,0.49,1.0,1,0
2021/3/3 16:00,1541.0,18.3,78.0,0.26,0.0,1,0
2021/3/3 17:00,958.0,17.7,82.0,0.15,0.0,1,0
2021/3/4 06:00,310.0,16.4,91.0,0.06,0.0,1,0
2021/3/4 07:00,3194.0,16.6,90.0,0.47,0.0,1,0
2021/3/4 08:00,7796.0,17.8,85.0,0.86,1.0,1,0
2021/3/4 09:00,14200.0,19.8,74.0,1.83,3.0,1,0
2021/3/4 10:00,11870.0,21.8,67.0,1.29,3.0,0,1
2021/3/4 11:00,19739.0,23.9,59.0,2.04,6.0,0,0
2021/3/4 12:00,18396.0,26.2,51.0,2.33,6.0,0,0
2021/3/4 13:00,10691.0,25.4,54.0,1.13,3.0,0,1
2021/3/4 14:00,2170.0,21.9,63.0,0.19,1.0,0,1
2021/3/4 15:00,1367.0,20.2,69.0,0.2,0.0,1,0
2021/3/4 16:00,811.0,20.6,71.0,0.11,0.0,1,0
2021/3/4 17:00,261.0,20.9,72.0,0.03,0.0,1,0
2021/3/5 06:00,255.0,18.7,91.0,0.05,0.0,1,0
2021/3/5 07:00,3041.0,19.9,85.0,0.46,0.0,1,0
2021/3/5 08:00,8196.0,21.4,83.0,1.06,1.0,1,0
2021/3/5 09:00,10175.0,22.8,76.0,1.2,3.0,1,0
2021/3/5 10:00,16360.0,24.2,63.0,1.82,5.0,0,1
2021/3/5 11:00,14725.0,26.0,56.0,2.22,6.0,0,0
2021/3/5 12:00,18545.0,26.9,56.0,2.59,7.0,0,0
2021/3/5 13:00,18148.0,27.0,57.0,2.04,6.0,0,0
2021/3/5 14:00,6933.0,25.9,60.0,0.87,2.0,0,1
2021/3/5 15:00,4466.0,24.9,63.0,0.74,1.0,0,1
2021/3/5 16:00,3342.0,25.0,62.0,0.51,1.0,0,1
2021/3/5 17:00,546.0,22.2,73.0,0.07,0.0,1,0
2021/3/6 06:00,139.0,19.7,85.0,0.04,0.0,1,0
2021/3/6 07:00,1351.0,20.4,82.0,0.18,0.0,1,0
2021/3/6 08:00,4451.0,20.5,82.0,0.53,1.0,1,0
2021/3/6 09:00,5530.0,18.4,86.0,0.72,2.0,1,0
2021/3/6 10:00,19154.0,23.4,70.0,2.42,6.0,0,1
2021/3/6 11:00,19887.0,25.7,59.0,2.93,9.0,0,0
2021/3/6 12:00,16619.0,26.2,60.0,1.6,5.0,0,1
2021/3/6 13:00,14853.0,25.9,60.0,1.28,4.0,0,1
2021/3/6 14:00,7160.0,24.1,64.0,0.83,2.0,0,1
2021/3/6 15:00,10273.0,23.7,67.0,1.31,2.0,0,1
2021/3/6 16:00,3432.0,23.9,69.0,0.48,1.0,0,1
2021/3/6 17:00,598.0,22.5,73.0,0.08,0.0,1,0
2021/3/7 06:00,174.0,17.9,91.0,0.05,0.0,1,0
2021/3/7 07:00,1975.0,18.2,88.0,0.35,0.0,1,0
2021/3/7 08:00,5798.0,18.8,85.0,0.82,2.0,1,0
2021/3/7 09:00,9868.0,19.4,83.0,1.43,3.0,1,0
2021/3/7 10:00,14762.0,22.2,72.0,2.42,6.0,0,1
2021/3/7 11:00,15125.0,21.4,74.0,2.27,7.0,0,1
2021/3/7 12:00,17102.0,21.7,72.0,2.17,6.0,0,1
2021/3/7 13:00,21761.0,20.6,75.0,2.5,7.0,0,1
2021/3/7 14:00,12389.0,21.1,72.0,1.8,4.0,0,1
2021/3/7 15:00,6558.0,19.1,79.0,0.83,2.0,1,0
2021/3/7 16:00,3989.0,18.7,80.0,0.55,1.0,1,0
2021/3/7 17:00,948.0,18.3,81.0,0.17,0.0,1,0
2021/3/8 06:00,363.0,17.2,85.0,0.08,0.0,1,0
2021/3/8 07:00,2812.0,18.0,82.0,0.51,1.0,1,0
2021/3/8 08:00,9252.0,19.9,77.0,1.22,2.0,1,0
2021/3/8 09:00,16330.0,21.0,70.0,2.11,4.0,0,1
2021/3/8 10:00,19604.0,22.4,65.0,2.62,6.0,0,1
2021/3/8 11:00,13147.0,21.3,70.0,1.64,5.0,0,1
2021/3/8 12:00,13745.0,22.6,66.0,1.53,5.0,0,1
2021/3/8 13:00,16273.0,23.5,63.0,2.2,6.0,0,1
2021/3/8 14:00,17569.0,24.4,61.0,2.42,5.0,0,1
2021/3/8 15:00,11450.0,22.6,66.0,1.54,2.0,0,1
2021/3/8 16:00,3108.0,21.5,69.0,0.46,1.0,1,0
2021/3/8 17:00,677.0,19.9,74.0,0.1,0.0,1,0
2021/3/9 06:00,206.0,17.5,88.0,0.06,0.0,1,0
2021/3/9 07:00,2718.0,18.6,83.0,0.48,1.0,1,0
2021/3/9 08:00,9131.0,19.9,78.0,1.28,2.0,1,0
2021/3/9 09:00,16058.0,21.8,70.0,2.07,4.0,0,1
2021/3/9 10:00,19783.0,24.7,60.0,2.61,6.0,0,0
2021/3/9 11:00,21794.0,26.9,54.0,2.96,8.0,0,0
2021/3/9 12:00,21808.0,26.0,56.0,2.99,8.0,0,0
2021/3/9 13:00,20240.0,23.8,64.0,2.75,6.0,0,1
2021/3/9 14:00,16620.0,23.7,63.0,2.2,4.0,0,1
2021/3/9 15:00,11273.0,21.6,71.0,1.49,2.0,1,0
2021/3/9 16:00,5513.0,20.5,75.0,0.75,1.0,1,0
2021/3/9 17:00,1262.0,19.6,79.0,0.17,0.0,1,0
2021/3/10 06:00,450.0,18.2,85.0,0.08,0.0,1,0
2021/3/10 07:00,3957.0,19.2,81.0,0.56,1.0,1,0
2021/3/10 08:00,10262.0,21.1,75.0,1.33,2.0,1,0
2021/3/10 09:00,15834.0,23.8,63.0,2.08,4.0,0,1
2021/3/10 10:00,19654.0,24.9,59.0,2.64,6.0,0,0
2021/3/10 11:00,21889.0,26.2,55.0,3.0,8.0,0,0
2021/3/10 12:00,22150.0,26.0,56.0,3.07,8.0,0,0
2021/3/10 13:00,20901.0,26.6,54.0,2.86,7.0,0,0
2021/3/10 14:00,17470.0,25.0,58.0,2.37,5.0,0,1
2021/3/10 15:00,12180.0,23.9,62.0,1.64,2.0,0,1
2021/3/10 16:00,6082.0,23.1,65.0,0.84,1.0,0,1
2021/3/10 17:00,1347.0,21.8,71.0,0.19,0.0,1,0
2021/3/11 06:00,590.0,18.6,85.0,0.09,0.0,1,0
2021/3/11 07:00,4686.0,19.5,81.0,0.6,1.0,1,0
2021/3/11 08:00,10416.0,21.2,75.0,1.33,2.0,1,0
2021/3/11 09:00,15850.0,22.9,69.0,2.08,4.0,0,1
2021/3/11 10:00,20150.0,24.6,63.0,2.66,6.0,0,0
2021/3/11 11:00,22098.0,23.9,65.0,2.96,8.0,0,0
2021/3/11 12:00,22269.0,26.2,58.0,3.07,8.0,0,0
2021/3/11 13:00,20758.0,25.2,58.0,2.82,7.0,0,0
2021/3/11 14:00,17654.0,25.8,55.0,2.35,5.0,0,0
2021/3/11 15:00,11938.0,25.1,56.0,1.66,2.0,0,1
2021/3/11 16:00,6449.0,25.1,55.0,0.86,1.0,0,1
2021/3/11 17:00,1556.0,23.1,63.0,0.19,0.0,0,1
2021/3/12 06:00,657.0,18.8,87.0,0.1,0.0,1,0
2021/3/12 07:00,4989.0,20.9,75.0,0.66,1.0,1,0
2021/3/12 08:00,11613.0,23.4,62.0,1.47,2.0,0,1
2021/3/12 09:00,16878.0,26.1,53.0,2.2,4.0,0,1
2021/3/12 10:00,20033.0,26.7,53.0,2.68,6.0,0,0
2021/3/12 11:00,22179.0,26.7,55.0,3.03,8.0,0,0
2021/3/12 12:00,22397.0,27.3,52.0,3.08,8.0,0,0
2021/3/12 13:00,20572.0,26.2,57.0,2.85,7.0,0,0
2021/3/12 14:00,17295.0,26.8,53.0,2.33,5.0,0,0
2021/3/12 15:00,12376.0,26.9,54.0,1.69,3.0,0,1
2021/3/12 16:00,6420.0,25.7,60.0,0.9,1.0,0,1
2021/3/12 17:00,1489.0,24.0,67.0,0.21,0.0,0,1
2021/3/13 06:00,421.0,18.4,80.0,0.09,0.0,1,0
2021/3/13 07:00,4278.0,19.4,76.0,0.61,1.0,1,0
2021/3/13 08:00,10377.0,21.1,69.0,1.37,2.0,1,0
2021/3/13 09:00,15882.0,24.0,57.0,2.11,4.0,0,1
2021/3/13 10:00,19508.0,26.3,53.0,2.63,7.0,0,0
2021/3/13 11:00,21712.0,26.5,49.0,3.02,8.0,0,0
2021/3/13 12:00,21981.0,27.0,48.0,3.1,9.0,0,0
2021/3/13 13:00,20593.0,26.9,48.0,2.86,7.0,0,0
2021/3/13 14:00,17287.0,25.5,51.0,2.24,5.0,0,0
2021/3/13 15:00,12724.0,22.4,59.0,1.75,3.0,0,1
2021/3/13 16:00,4267.0,20.8,64.0,0.52,1.0,0,1
2021/3/13 17:00,917.0,21.6,62.0,0.12,0.0,0,1
2021/3/14 06:00,743.0,17.7,79.0,0.12,0.0,1,0
2021/3/14 07:00,5675.0,18.9,74.0,0.74,1.0,1,0
2021/3/14 08:00,12302.0,21.3,65.0,1.56,2.0,0,1
2021/3/14 09:00,17894.0,23.3,57.0,2.35,5.0,0,1
2021/3/14 10:00,21863.0,25.2,51.0,2.93,8.0,0,0
2021/3/14 11:00,23814.0,26.1,52.0,3.27,10.0,0,0
2021/3/14 12:00,23673.0,26.6,49.0,3.3,10.0,0,0
2021/3/14 13:00,22124.0,25.6,52.0,3.07,8.0,0,0
2021/3/14 14:00,18759.0,25.7,52.0,2.56,6.0,0,0
2021/3/14 15:00,13504.0,24.7,55.0,1.84,3.0,0,1
2021/3/14 16:00,7010.0,23.4,60.0,1.01,1.0,0,1
2021/3/14 17:00,1668.0,21.8,66.0,0.25,0.0,0,1
2021/3/15 06:00,353.0,18.9,80.0,0.08,0.0,1,0
2021/3/15 07:00,2662.0,20.2,76.0,0.44,1.0,1,0
2021/3/15 08:00,6889.0,22.1,69.0,1.06,2.0,0,1
2021/3/15 09:00,16616.0,23.8,63.0,2.25,5.0,0,1
2021/3/15 10:00,20792.0,24.6,60.0,2.83,8.0,0,0
2021/3/15 11:00,22807.0,25.4,58.0,3.15,9.0,0,0
2021/3/15 12:00,23504.0,26.7,51.0,3.31,10.0,0,0
2021/3/15 13:00,22233.0,26.4,47.0,3.1,9.0,0,0
2021/3/15 14:00,18867.0,26.5,50.0,2.54,6.0,0,0
2021/3/15 15:00,13405.0,25.4,52.0,1.77,3.0,0,1
2021/3/15 16:00,6508.0,24.9,51.0,0.9,1.0,0,1
2021/3/15 17:00,1553.0,23.9,53.0,0.23,0.0,0,1
2021/3/16 06:00,815.0,19.9,76.0,0.11,0.0,1,0
2021/3/16 07:00,6174.0,22.3,60.0,0.84,1.0,0,1
2021/3/16 08:00,13162.0,25.2,50.0,1.69,3.0,0,1
2021/3/16 09:00,18293.0,27.5,44.0,2.46,6.0,0,0
2021/3/16 10:00,21962.0,28.5,45.0,3.02,8.0,0,0
2021/3/16 11:00,23147.0,30.0,43.0,3.37,10.0,0,0
2021/3/16 12:00,23378.0,29.8,43.0,3.35,10.0,0,0
2021/3/16 13:00,22004.0,29.9,41.0,3.12,9.0,0,0
2021/3/16 14:00,18469.0,29.7,44.0,2.62,6.0,0,0
2021/3/16 15:00,13457.0,28.2,47.0,1.9,3.0,0,1
2021/3/16 16:00,7038.0,26.5,52.0,1.04,1.0,0,1
2021/3/16 17:00,1647.0,25.4,56.0,0.25,0.0,0,1
2021/3/17 06:00,798.0,20.7,75.0,0.13,0.0,1,0
2021/3/17 07:00,5251.0,22.2,68.0,0.74,1.0,0,1
2021/3/17 08:00,11468.0,23.9,59.0,1.51,2.0,0,1
2021/3/17 09:00,16380.0,25.8,57.0,2.21,5.0,0,1
2021/3/17 10:00,19879.0,27.2,57.0,2.75,7.0,0,0
2021/3/17 11:00,21272.0,28.5,52.0,3.06,9.0,0,0
2021/3/17 12:00,20098.0,28.2,53.0,3.12,9.0,0,0
2021/3/17 13:00,20098.0,29.0,49.0,2.86,8.0,0,0
2021/3/17 14:00,12235.0,28.5,50.0,1.86,5.0,0,0
2021/3/17 15:00,9588.0,27.8,53.0,1.36,2.0,0,1
2021/3/17 16:00,5500.0,27.2,53.0,0.62,1.0,0,1
2021/3/17 17:00,1531.0,25.9,59.0,0.22,0.0,0,1
2021/3/18 06:00,835.0,19.6,87.0,0.14,0.0,1,0
2021/3/18 07:00,5272.0,20.6,81.0,0.75,1.0,1,0
2021/3/18 08:00,11580.0,22.5,71.0,1.56,3.0,0,1
2021/3/18 09:00,17127.0,25.4,61.0,2.31,5.0,0,1
2021/3/18 10:00,20691.0,27.4,54.0,2.88,8.0,0,0
2021/3/18 11:00,22332.0,29.1,48.0,3.23,10.0,0,0
2021/3/18 12:00,22756.0,28.2,51.0,3.14,9.0,0,0
2021/3/18 13:00,20944.0,28.7,50.0,2.98,8.0,0,0
2021/3/18 14:00,17371.0,28.3,50.0,2.49,6.0,0,0
2021/3/18 15:00,12245.0,28.1,50.0,1.74,3.0,0,1
2021/3/18 16:00,6353.0,27.2,54.0,0.92,1.0,0,1
2021/3/18 17:00,1584.0,26.1,59.0,0.22,0.0,0,1
2021/3/19 06:00,785.0,20.0,86.0,0.13,0.0,1,0
2021/3/19 07:00,4874.0,21.1,83.0,0.67,1.0,1,0
2021/3/19 08:00,10623.0,22.7,74.0,1.39,2.0,1,0
2021/3/19 09:00,15953.0,25.4,63.0,2.13,4.0,0,1
2021/3/19 10:00,19723.0,26.1,63.0,2.69,7.0,0,0
2021/3/19 11:00,21634.0,27.8,57.0,3.05,8.0,0,0
2021/3/19 12:00,22101.0,28.2,55.0,3.13,9.0,0,0
2021/3/19 13:00,20607.0,27.7,56.0,2.69,7.0,0,0
2021/3/19 14:00,17020.0,28.3,54.0,2.39,5.0,0,0
2021/3/19 15:00,11410.0,26.9,57.0,1.62,3.0,0,1
2021/3/19 16:00,5724.0,26.7,58.0,0.84,1.0,0,1
2021/3/19 17:00,1278.0,25.6,61.0,0.19,0.0,0,1
2021/3/20 06:00,719.0,21.6,82.0,0.12,0.0,1,0
2021/3/20 07:00,4535.0,22.9,74.0,0.62,1.0,1,0
2021/3/20 08:00,10117.0,24.6,67.0,1.35,2.0,0,1
2021/3/20 09:00,15493.0,26.2,61.0,2.08,4.0,0,1
2021/3/20 10:00,19127.0,28.0,53.0,2.64,6.0,0,0
2021/3/20 11:00,20800.0,29.1,50.0,2.97,8.0,0,0
2021/3/20 12:00,21021.0,29.4,54.0,2.97,7.0,0,0
2021/3/20 13:00,19374.0,25.2,66.0,2.71,6.0,0,0
2021/3/20 14:00,15774.0,25.1,67.0,2.19,4.0,0,1
2021/3/20 15:00,10050.0,25.7,64.0,1.48,2.0,0,1
2021/3/20 16:00,5416.0,25.7,64.0,0.8,1.0,0,1
2021/3/20 17:00,1126.0,25.4,65.0,0.19,0.0,0,1
2021/3/21 06:00,589.0,19.6,87.0,0.13,0.0,1,0
2021/3/21 07:00,3346.0,20.4,80.0,0.47,1.0,1,0
2021/3/21 08:00,6178.0,20.5,75.0,0.94,2.0,1,0
2021/3/21 09:00,15990.0,21.6,66.0,2.14,4.0,0,1
2021/3/21 10:00,19799.0,22.6,60.0,2.68,6.0,0,1
2021/3/21 11:00,21468.0,23.3,57.0,2.93,8.0,0,0
2021/3/21 12:00,21509.0,24.3,53.0,3.0,8.0,0,0
2021/3/21 13:00,19225.0,22.7,55.0,2.53,7.0,0,0
2021/3/21 14:00,16524.0,21.2,58.0,2.18,4.0,0,1
2021/3/21 15:00,11286.0,19.8,61.0,1.54,2.0,0,1
2021/3/21 16:00,5893.0,17.3,66.0,0.8,1.0,1,0
2021/3/21 17:00,1440.0,16.5,69.0,0.2,0.0,1,0
2021/3/22 06:00,216.0,14.6,81.0,0.03,0.0,1,0
2021/3/22 07:00,763.0,14.2,83.0,0.1,0.0,1,0
2021/3/22 08:00,518.0,14.2,80.0,0.09,0.0,1,0
2021/3/22 09:00,1177.0,14.5,79.0,0.17,0.0,1,0
2021/3/22 10:00,4082.0,15.0,76.0,0.56,2.0,1,0
2021/3/22 11:00,2988.0,15.5,75.0,0.32,1.0,1,0
2021/3/22 12:00,4268.0,15.6,73.0,0.45,2.0,1,0
2021/3/22 13:00,2908.0,15.2,73.0,0.33,1.0,1,0
2021/3/22 14:00,1145.0,14.6,75.0,0.12,0.0,1,0
2021/3/22 15:00,499.0,12.8,89.0,0.07,0.0,1,0
2021/3/22 16:00,504.0,12.8,89.0,0.08,0.0,1,0
2021/3/22 17:00,45.0,13.0,85.0,0.02,0.0,1,0
2021/3/23 06:00,50.0,15.8,79.0,0.03,0.0,1,0
2021/3/23 07:00,668.0,16.4,77.0,0.1,0.0,1,0
2021/3/23 08:00,1986.0,16.9,76.0,0.24,1.0,1,0
2021/3/23 09:00,2510.0,17.4,77.0,0.31,1.0,1,0
